tipo_cultivo	ubicacion_geografica	tamano_finca	rendimiento_cultivo	uso_fertilizantes	precio_venta(€/kg)
Tomates	Guipúzcoa	58	39	no	3
Tomates	Burgos	36	8	si	5
Tomates	Lugo	47	96	si	26
Tomates	Las Palmas	19	52	no	81
Tomates	Tarragona	57	68	si	30
Tomates	Albacete	32	29	si	58
Tomates	Badajoz	11	86	si	5
Tomates	Las Palmas	77	32	no	71
Tomates	Tarragona	74	56	si	56
Tomates	Soria	96	53	si	48
Tomates	Málaga	8	44	no	4
Tomates	Jaén	98	51	no	85
Tomates	Huelva	46	39	si	35
Tomates	Zamora	87	3	no	74
Tomates	Guipúzcoa	95	49	si	61
Tomates	La Coruña	75	82	si	30
Tomates	La Coruña	59	18	si	96
Tomates	Teruel	95	35	si	79
Tomates	Ceuta	91	66	si	24
Tomates	Melilla	91	5	no	77
Tomates	Zaragoza	19	58	si	55
Tomates	Ávila	23	41	si	73
Tomates	Ceuta	45	96	no	100
Tomates	Jaén	83	82	no	4
Tomates	Lugo	71	46	no	24
Tomates	Palencia	22	13	si	86
Tomates	Teruel	77	37	no	88
Tomates	La Coruña	10	17	no	20
Tomates	Girona	38	46	no	75
Tomates	Teruel	6	83	si	21
Tomates	Cantabria	87	92	no	50
Tomates	Ceuta	52	31	no	29
Tomates	Jaén	73	19	si	59
Tomates	Valencia	71	75	si	51
Tomates	Cáceres	11	97	no	34
Tomates	Valencia	65	34	si	68
Tomates	Cuenca	64	85	si	74
Tomates	Zaragoza	13	65	si	69
Tomates	Baleares	42	93	si	33
Tomates	Sevilla	6	95	si	57
Tomates	Zamora	71	43	si	59
Tomates	Santa Cruz de Tenerife	21	75	si	3
Tomates	Ávila	22	15	no	32
Tomates	Melilla	89	73	no	97
Tomates	Vizcaya	44	96	no	40
Tomates	Vizcaya	48	25	no	25
Tomates	Toledo	70	46	si	38
Tomates	Ourense	34	74	no	50
Tomates	Badajoz	52	14	si	96
Tomates	Jaén	29	61	no	77
Tomates	Huelva	38	83	si	54
Tomates	Ceuta	64	81	no	81
Tomates	Navarra	27	80	si	68
Tomates	Cuenca	17	13	no	12
Tomates	Zamora	63	38	si	40
Tomates	La Rioja	15	39	no	59
Tomates	Soria	31	47	si	45
Tomates	Lugo	100	59	no	17
Tomates	Vizcaya	29	73	si	51
Tomates	Burgos	11	9	si	46
Tomates	Málaga	64	16	si	11
Tomates	Guipúzcoa	9	72	si	77
Tomates	Santa Cruz de Tenerife	53	50	si	4
Tomates	Madrid	86	22	no	22
Tomates	Melilla	49	17	no	68
Tomates	Sevilla	96	22	si	95
Tomates	Burgos	27	68	no	20
Tomates	Huesca	20	16	si	57
Tomates	Ceuta	33	60	si	85
Tomates	Lugo	94	4	si	92
Tomates	Lleida	55	61	si	28
Tomates	Murcia	59	83	no	63
Tomates	Toledo	15	21	si	96
Tomates	Baleares	77	2	no	72
Tomates	Pontevedra	18	11	si	41
Tomates	Baleares	79	82	si	44
Tomates	Melilla	90	36	no	16
Tomates	Cáceres	77	86	si	5
Tomates	Zamora	50	32	si	78
Tomates	La Coruña	66	74	no	25
Tomates	Barcelona	45	3	si	39
Tomates	Navarra	99	43	si	53
Tomates	León	24	27	si	86
Tomates	Lugo	68	21	si	76
Tomates	Córdoba	27	88	no	17
Tomates	Vizcaya	54	75	no	19
Tomates	Girona	78	30	si	46
Tomates	Salamanca	40	67	no	18
Tomates	Ceuta	93	2	no	55
Tomates	Lugo	100	35	no	47
Tomates	Alicante	2	48	no	44
Tomates	Ávila	45	99	no	90
Tomates	Pontevedra	91	39	si	70
Tomates	León	24	54	si	60
Tomates	Sevilla	55	44	no	82
Tomates	Albacete	17	13	no	53
Tomates	Madrid	66	93	no	88
Tomates	Sevilla	21	16	si	89
Tomates	Valencia	14	53	no	19
Tomates	Huelva	59	65	no	15
Tomates	Cáceres	48	56	si	41
Tomates	Zaragoza	56	66	si	10
Tomates	Badajoz	20	47	si	6
Tomates	Tarragona	77	28	no	30
Tomates	Ceuta	74	59	si	4
Tomates	Jaén	53	25	no	53
Tomates	Baleares	11	56	no	59
Tomates	Cádiz	44	99	si	72
Tomates	Navarra	53	33	si	57
Tomates	Zaragoza	59	29	si	61
Tomates	Córdoba	27	93	no	99
Tomates	Granada	17	24	si	89
Tomates	Salamanca	93	46	no	20
Tomates	Málaga	73	64	si	18
Tomates	Burgos	94	65	no	95
Tomates	Sevilla	78	73	si	13
Tomates	Castellón	6	55	si	17
Tomates	Toledo	86	8	no	13
Tomates	Segovia	88	30	no	92
Tomates	Badajoz	78	17	si	86
Tomates	Huelva	32	69	si	93
Tomates	Ceuta	5	17	no	17
Tomates	La Rioja	96	100	si	99
Tomates	Ávila	40	39	no	15
Tomates	Cádiz	46	91	no	1
Tomates	Cantabria	27	50	no	20
Tomates	Las Palmas	32	4	si	30
Tomates	Córdoba	21	13	no	21
Tomates	Asturias	50	46	si	53
Tomates	Granada	32	66	si	70
Tomates	Ourense	1	3	no	88
Tomates	Ceuta	32	40	si	35
Tomates	Vizcaya	24	48	no	50
Tomates	Vizcaya	72	30	si	39
Tomates	Málaga	48	49	si	56
Tomates	Ceuta	92	75	no	85
Tomates	Barcelona	13	29	si	27
Tomates	Ávila	75	85	no	40
Tomates	Girona	94	88	no	19
Tomates	Burgos	8	90	si	96
Tomates	Girona	35	55	si	12
Tomates	Barcelona	88	12	no	83
Tomates	Córdoba	4	3	no	79
Tomates	Albacete	81	80	no	23
Tomates	Murcia	17	98	no	86
Tomates	Zaragoza	28	3	si	40
Tomates	Jaén	55	90	no	86
Tomates	Asturias	93	2	si	29
Tomates	Lugo	59	22	no	5
Tomates	Navarra	69	100	no	60
Tomates	Cuenca	59	39	si	71
Tomates	Granada	44	35	no	98
Tomates	Almería	80	19	no	19
Tomates	La Rioja	24	95	no	94
Tomates	Asturias	97	91	si	46
Tomates	Álava	81	11	no	76
Tomates	Madrid	20	40	no	34
Tomates	Vizcaya	7	84	si	7
Tomates	Guadalajara	30	27	no	100
Tomates	Soria	15	46	si	68
Tomates	Guipúzcoa	66	98	no	49
Tomates	Tarragona	95	96	si	88
Tomates	Palencia	60	43	no	34
Tomates	Zaragoza	69	21	no	29
Tomates	Ceuta	42	51	no	12
Tomates	Almería	41	84	si	24
Tomates	La Rioja	77	11	no	69
Tomates	Murcia	5	20	si	85
Tomates	Huelva	88	84	si	92
Tomates	Huelva	2	67	si	21
Tomates	Málaga	89	21	no	56
Tomates	Almería	78	37	si	77
Tomates	Soria	41	46	no	95
Tomates	Sevilla	59	70	si	92
Tomates	Badajoz	84	43	no	77
Tomates	Sevilla	64	12	no	31
Tomates	Cádiz	49	56	si	46
Tomates	Albacete	16	78	no	43
Tomates	Valencia	59	61	si	6
Tomates	Tarragona	88	15	no	27
Tomates	Palencia	18	4	si	62
Tomates	Málaga	40	33	no	58
Tomates	Teruel	44	38	no	96
Tomates	Alicante	15	8	si	92
Tomates	Guadalajara	84	63	no	40
Tomates	Salamanca	74	3	no	73
Tomates	Vizcaya	97	84	no	87
Tomates	Álava	69	98	no	69
Tomates	Ciudad	63	14	no	94
Tomates	Cáceres	44	4	no	59
Tomates	Zamora	87	61	si	45
Tomates	Madrid	60	64	no	93
Tomates	Navarra	27	30	si	60
Tomates	Teruel	26	13	no	80
Tomates	Alicante	29	82	no	22
Tomates	Granada	62	81	no	22
Tomates	Girona	58	17	si	51
Tomates	Zamora	100	37	no	85
Tomates	Salamanca	7	80	no	79
Tomates	Guadalajara	23	64	si	43
Tomates	La Coruña	4	28	si	53
Tomates	Ceuta	61	77	si	42
Tomates	Teruel	56	45	si	64
Tomates	Almería	100	77	si	69
Tomates	Albacete	44	17	no	98
Tomates	La Rioja	34	89	no	51
Tomates	Murcia	48	15	si	29
Tomates	Jaén	50	68	no	66
Tomates	Alicante	97	4	si	52
Tomates	Navarra	86	41	no	71
Tomates	Santa Cruz de Tenerife	27	99	si	62
Tomates	Soria	83	99	no	65
Tomates	Ciudad	40	27	si	67
Tomates	Valencia	16	99	no	63
Tomates	Soria	9	22	no	34
Tomates	Melilla	90	90	no	24
Tomates	Toledo	43	10	no	77
Tomates	Barcelona	33	84	no	16
Tomates	Cádiz	65	21	no	68
Tomates	Lleida	38	52	no	21
Tomates	Cáceres	68	71	no	36
Tomates	Almería	87	64	no	98
Tomates	Salamanca	43	64	no	87
Tomates	Melilla	49	29	si	77
Tomates	Navarra	9	99	si	90
Tomates	Málaga	31	58	si	16
Tomates	Cádiz	9	11	no	61
Tomates	Granada	10	49	no	79
Tomates	Valladolid	61	91	si	25
Tomates	La Coruña	8	9	no	2
Tomates	Jaén	33	23	no	28
Tomates	Tarragona	59	44	no	78
Tomates	Baleares	17	63	si	41
Tomates	Palencia	77	52	si	81
Tomates	Alicante	53	34	si	18
Tomates	Valladolid	83	21	si	19
Tomates	Burgos	48	74	no	60
Tomates	Madrid	74	50	si	31
Tomates	Sevilla	36	20	si	23
Tomates	Burgos	1	76	si	30
Tomates	Vizcaya	77	70	no	86
Tomates	Palencia	26	76	si	47
Tomates	Huelva	14	23	si	2
Tomates	Tarragona	33	24	si	36
Tomates	Albacete	69	37	si	53
Tomates	Almería	15	60	si	48
Tomates	Melilla	38	11	no	78
Tomates	Segovia	96	42	no	39
Tomates	Girona	54	49	no	39
Tomates	Madrid	34	68	si	44
Tomates	Madrid	92	95	no	13
Tomates	Teruel	38	84	si	44
Tomates	Burgos	77	44	no	10
Tomates	Palencia	34	27	si	24
Tomates	Granada	79	95	si	44
Tomates	Ceuta	16	13	no	2
Tomates	Jaén	99	28	no	50
Tomates	Salamanca	100	35	si	12
Tomates	Segovia	3	22	no	9
Tomates	Asturias	91	12	si	41
Tomates	Teruel	48	18	si	54
Tomates	Ceuta	47	52	si	39
Tomates	Valladolid	14	2	si	18
Tomates	Vizcaya	82	61	si	23
Tomates	Ceuta	23	90	si	83
Tomates	Vizcaya	48	67	si	56
Tomates	Barcelona	88	18	no	45
Tomates	Lugo	32	20	no	80
Tomates	Huelva	6	71	no	23
Tomates	Lugo	20	69	si	15
Tomates	Vizcaya	87	26	no	21
Tomates	Navarra	49	37	no	87
Tomates	Guipúzcoa	73	34	no	42
Tomates	Granada	5	59	no	68
Tomates	Málaga	21	47	si	60
Tomates	Navarra	7	48	si	29
Tomates	Ciudad	26	92	si	99
Tomates	Lugo	51	26	no	42
Tomates	Las Palmas	46	2	no	89
Tomates	Asturias	100	86	si	31
Tomates	Vizcaya	100	85	no	1
Tomates	Salamanca	52	99	no	26
Tomates	Huelva	14	47	no	5
Tomates	Burgos	28	91	si	56
Tomates	Salamanca	30	6	no	76
Tomates	Teruel	18	56	no	33
Tomates	Sevilla	28	59	si	26
Tomates	Granada	4	54	si	48
Tomates	Zaragoza	92	66	si	7
Tomates	Navarra	62	25	si	89
Tomates	León	56	16	si	20
Tomates	Madrid	99	80	no	15
Tomates	Palencia	93	66	no	73
Tomates	Soria	70	38	no	14
Tomates	Santa Cruz de Tenerife	96	65	si	25
Tomates	Burgos	97	18	no	96
Tomates	Lugo	61	14	no	80
Tomates	Granada	63	21	si	51
Tomates	Burgos	91	70	no	69
Tomates	Valladolid	46	77	si	42
Tomates	Toledo	7	63	si	99
Tomates	Santa Cruz de Tenerife	77	93	no	47
Tomates	Pontevedra	63	67	si	77
Tomates	Tarragona	77	71	si	52
Tomates	Palencia	1	16	si	61
Tomates	Barcelona	35	93	si	93
Tomates	Cantabria	11	74	si	84
Tomates	Cádiz	6	96	no	74
Tomates	Alicante	12	57	no	36
Tomates	Las Palmas	82	67	no	64
Tomates	Salamanca	71	78	si	100
Tomates	Salamanca	88	74	si	47
Tomates	Alicante	67	44	no	99
Tomates	Toledo	43	36	si	64
Tomates	Melilla	48	47	si	71
Tomates	Álava	2	73	no	64
Tomates	Girona	35	86	si	90
Tomates	Jaén	59	67	si	21
Tomates	Valladolid	93	98	si	36
Tomates	Navarra	40	10	no	60
Tomates	Vizcaya	18	54	no	26
Tomates	Valladolid	49	90	no	99
Tomates	Soria	96	97	si	88
Tomates	Ciudad	69	86	si	96
Tomates	Salamanca	18	81	si	26
Tomates	Tarragona	26	71	no	81
Tomates	Almería	41	46	no	28
Tomates	Álava	6	90	no	8
Tomates	Pontevedra	99	78	no	13
Tomates	Jaén	75	75	no	49
Tomates	Zaragoza	17	86	no	25
Tomates	La Coruña	2	77	no	58
Tomates	Guadalajara	43	82	si	41
Tomates	Soria	24	54	si	27
Tomates	Ourense	83	71	si	78
Tomates	Lleida	100	34	si	72
Tomates	Sevilla	5	85	si	68
Tomates	Murcia	47	42	no	56
Tomates	Ciudad	8	59	no	52
Tomates	Barcelona	95	42	si	38
Tomates	Las Palmas	12	2	si	97
Tomates	Navarra	8	36	no	76
Tomates	Melilla	83	43	si	95
Tomates	Navarra	43	71	si	98
Tomates	Segovia	12	4	si	45
Tomates	Cuenca	81	3	no	16
Tomates	Córdoba	40	93	si	42
Tomates	La Coruña	77	76	si	22
Tomates	Asturias	21	59	no	28
Tomates	Santa Cruz de Tenerife	22	37	no	41
Tomates	Cantabria	43	8	si	40
Tomates	Castellón	78	54	si	88
Tomates	Palencia	47	76	no	32
Tomates	Palencia	47	27	no	72
Tomates	Almería	83	15	no	59
Tomates	Palencia	5	6	no	5
Tomates	Guipúzcoa	51	8	no	20
Tomates	Vizcaya	7	63	no	87
Tomates	Cáceres	52	96	si	37
Tomates	Lugo	19	28	si	11
Tomates	Cuenca	97	4	si	67
Tomates	Jaén	24	28	no	74
Tomates	Huelva	95	56	si	42
Tomates	Guipúzcoa	60	45	no	24
Tomates	Melilla	4	82	no	41
Tomates	Cantabria	34	5	si	94
Tomates	Almería	70	21	no	33
Tomates	Santa Cruz de Tenerife	18	94	si	16
Tomates	Lleida	17	65	no	73
Tomates	Ourense	80	76	si	82
Tomates	Jaén	6	96	si	19
Tomates	Cáceres	81	49	si	60
Tomates	Almería	49	11	si	46
Tomates	Zaragoza	19	90	no	93
Tomates	Pontevedra	68	25	no	16
Tomates	Murcia	13	14	no	62
Tomates	Teruel	31	39	si	91
Tomates	Madrid	80	2	no	2
Tomates	Soria	21	44	no	77
Tomates	Navarra	70	38	no	84
Tomates	Cantabria	21	100	si	37
Tomates	Zamora	95	33	si	10
Tomates	Tarragona	1	2	si	33
Tomates	Navarra	39	94	si	28
Tomates	Huelva	90	41	si	18
Tomates	Cantabria	67	59	no	43
Tomates	Albacete	31	22	no	90
Tomates	Santa Cruz de Tenerife	68	42	no	15
Tomates	Almería	77	80	no	8
Tomates	León	86	87	si	100
Tomates	Segovia	91	25	si	24
Tomates	Ourense	49	95	no	67
Tomates	Jaén	77	58	no	83
Tomates	Palencia	82	92	no	41
Tomates	Palencia	89	36	no	76
Tomates	León	61	92	no	27
Tomates	Ourense	13	50	si	20
Tomates	Guipúzcoa	5	65	si	36
Tomates	Salamanca	86	71	si	77
Tomates	Tarragona	8	13	si	30
Tomates	Melilla	82	51	si	18
Tomates	Vizcaya	69	55	no	34
Tomates	Ceuta	43	96	si	64
Tomates	Murcia	13	38	si	73
Tomates	Lleida	44	81	si	39
Tomates	León	48	85	si	22
Tomates	Barcelona	99	85	no	29
Tomates	Las Palmas	2	27	no	65
Tomates	Ourense	83	97	no	73
Tomates	León	20	97	no	25
Tomates	Cantabria	48	19	no	3
Tomates	Salamanca	55	69	no	61
Tomates	Málaga	45	86	no	33
Tomates	Teruel	90	18	si	71
Tomates	Ávila	31	41	si	38
Tomates	Valencia	49	28	si	41
Tomates	Santa Cruz de Tenerife	77	91	no	78
Tomates	León	72	71	si	69
Tomates	La Rioja	4	8	si	11
Tomates	Guadalajara	4	30	no	17
Tomates	Navarra	60	35	no	40
Tomates	La Coruña	55	63	no	65
Tomates	Baleares	61	25	si	72
Tomates	Cantabria	71	40	si	100
Tomates	Cáceres	85	3	no	40
Tomates	Santa Cruz de Tenerife	65	90	no	49
Tomates	Ávila	78	43	si	89
Tomates	Cantabria	46	27	si	77
Tomates	Navarra	88	91	si	19
Tomates	Almería	72	88	si	84
Tomates	Girona	63	8	no	34
Tomates	Girona	97	93	no	71
Tomates	Albacete	13	52	no	32
Tomates	Madrid	18	62	no	92
Tomates	Badajoz	7	27	si	93
Tomates	Murcia	96	62	si	62
Tomates	Málaga	1	70	si	8
Tomates	Toledo	83	52	no	22
Tomates	Badajoz	2	18	no	33
Tomates	Almería	41	37	no	25
Tomates	Huelva	99	51	no	76
Tomates	León	99	27	no	17
Tomates	Palencia	79	63	si	95
Tomates	Cuenca	82	90	no	21
Tomates	Guipúzcoa	76	56	no	88
Tomates	La Rioja	93	46	no	58
Tomates	Ciudad	43	33	si	90
Tomates	Ceuta	63	72	si	87
Tomates	Barcelona	5	62	no	73
Tomates	Soria	71	64	si	80
Tomates	La Rioja	63	47	si	85
Tomates	León	43	39	si	18
Tomates	Granada	27	62	no	19
Tomates	Melilla	9	15	si	95
Tomates	Ciudad	96	89	no	3
Tomates	Tarragona	8	26	no	11
Tomates	Castellón	35	65	si	37
Tomates	Huesca	89	65	no	74
Tomates	Santa Cruz de Tenerife	60	40	no	58
Tomates	Madrid	97	27	si	35
Tomates	Segovia	8	58	si	95
Tomates	Las Palmas	28	19	no	85
Tomates	Soria	22	77	si	93
Tomates	Tarragona	93	68	no	30
Tomates	Málaga	88	63	no	27
Tomates	Las Palmas	72	64	no	10
Tomates	Murcia	24	24	si	80
Tomates	Tarragona	13	37	no	56
Tomates	La Coruña	25	68	no	52
Tomates	Málaga	30	32	no	15
Tomates	Badajoz	44	72	no	43
Tomates	Lugo	41	38	si	68
Tomates	Castellón	61	14	no	66
Tomates	Navarra	76	33	si	46
Tomates	León	14	77	no	100
Tomates	Murcia	67	30	no	98
Tomates	Segovia	90	11	no	13
Tomates	Lleida	75	17	no	67
Tomates	Burgos	43	46	si	14
Tomates	Barcelona	61	48	si	16
Tomates	Lleida	68	79	si	1
Tomates	Navarra	74	54	si	21
Tomates	Palencia	85	62	si	76
Tomates	Asturias	55	79	si	80
Tomates	Málaga	52	86	no	48
Tomates	Lugo	40	98	no	85
Tomates	Málaga	50	90	no	73
Tomates	Girona	24	4	no	37
Tomates	Álava	41	34	no	31
Tomates	Sevilla	3	49	no	46
Tomates	Granada	56	41	no	13
Tomates	Segovia	43	23	no	99
Tomates	Albacete	47	60	no	39
Tomates	Guipúzcoa	90	83	no	20
Tomates	Cuenca	68	28	no	54
Tomates	Teruel	2	31	no	37
Tomates	Soria	40	37	no	13
Tomates	Ciudad	99	58	si	88
Tomates	Segovia	86	92	no	47
Tomates	Teruel	64	28	si	7
Tomates	Ceuta	3	36	no	67
Tomates	Jaén	99	86	si	72
Tomates	Ourense	47	44	si	98
