tipo_cultivo	ubicacion_geografica	tamano_finca	rendimiento_cultivo	uso_fertilizantes	precio_venta(€/kg)
Tomates	Zaragoza	4	39	si	74
Tomates	Ávila	54	97	no	69
Tomates	La Rioja	44	17	no	76
Tomates	Ávila	12	32	si	26
Tomates	Teruel	84	25	si	49
Tomates	Córdoba	46	76	no	57
Tomates	Granada	58	56	si	97
Tomates	Álava	67	77	no	92
Tomates	Castellón	73	45	no	21
Tomates	Toledo	92	36	si	16
Tomates	Valencia	49	20	no	33
Tomates	La Coruña	4	86	si	24
Tomates	La Rioja	11	10	si	69
Tomates	Castellón	42	96	no	72
Tomates	Vizcaya	22	21	si	57
Tomates	Castellón	69	8	no	10
Tomates	Segovia	7	77	si	22
Tomates	Valladolid	85	26	no	74
Tomates	Burgos	48	70	si	80
Tomates	Segovia	40	70	si	75
Tomates	Álava	74	53	no	10
Tomates	Cuenca	99	45	si	39
Tomates	Huelva	5	93	si	83
Tomates	Álava	56	30	no	73
Tomates	Girona	1	23	no	69
Tomates	Segovia	100	2	si	12
Tomates	La Coruña	50	77	si	94
Tomates	Segovia	71	14	si	6
Tomates	La Coruña	37	22	no	4
Tomates	Santa Cruz de Tenerife	54	67	si	66
Tomates	Pontevedra	32	87	si	54
Tomates	Málaga	81	7	si	44
Tomates	Toledo	24	73	si	28
Tomates	Cantabria	16	38	no	43
Tomates	Zamora	19	24	no	36
Tomates	Jaén	15	97	no	21
Tomates	Zamora	29	53	no	17
Tomates	Salamanca	89	47	si	83
Tomates	Castellón	66	52	no	29
Tomates	Murcia	15	20	si	39
Tomates	Guadalajara	15	17	si	70
Tomates	Córdoba	2	98	no	18
Tomates	Málaga	28	92	no	86
Tomates	Vizcaya	54	100	si	97
Tomates	Palencia	35	25	no	86
Tomates	Tarragona	35	63	no	38
Tomates	Córdoba	90	14	no	37
Tomates	Guipúzcoa	30	31	si	25
Tomates	Baleares	69	33	si	45
Tomates	Albacete	69	86	si	69
Tomates	Soria	15	33	si	66
Tomates	Valencia	11	14	no	87
Tomates	Cádiz	19	16	no	94
Tomates	Cádiz	63	38	si	69
Tomates	Asturias	62	25	no	55
Tomates	Guadalajara	14	18	no	81
Tomates	Málaga	17	9	no	52
Tomates	Guadalajara	79	40	no	19
Tomates	Alicante	53	89	si	60
Tomates	Asturias	98	15	no	30
Tomates	Santa Cruz de Tenerife	14	55	no	70
Tomates	Ourense	7	52	no	68
Tomates	Ceuta	100	32	si	84
Tomates	Baleares	69	78	si	38
Tomates	Madrid	66	32	no	100
Tomates	Pontevedra	77	24	no	24
Tomates	Guipúzcoa	20	14	no	78
Tomates	Badajoz	95	96	si	95
Tomates	Melilla	79	90	no	37
Tomates	Salamanca	12	27	si	82
Tomates	Córdoba	66	91	no	29
Tomates	Córdoba	93	96	si	58
Tomates	Alicante	86	13	no	91
Tomates	Valladolid	43	33	no	3
Tomates	Toledo	42	82	si	46
Tomates	Huelva	92	49	si	3
Tomates	Santa Cruz de Tenerife	75	69	no	52
Tomates	Murcia	16	41	si	56
Tomates	Ávila	17	7	no	26
Tomates	Ciudad	73	11	si	86
Tomates	Guadalajara	83	82	no	3
Tomates	Lleida	36	81	no	28
Tomates	Toledo	58	2	si	1
Tomates	Ourense	88	7	si	48
Tomates	Sevilla	29	29	no	33
Tomates	Ourense	48	95	no	84
Tomates	Salamanca	65	100	si	32
Tomates	Valencia	28	30	si	18
Tomates	Alicante	77	72	si	76
Tomates	Lleida	84	58	no	2
Tomates	Teruel	67	27	si	79
Tomates	Navarra	38	87	no	77
Tomates	Lleida	74	73	si	51
Tomates	Navarra	85	40	si	41
Tomates	Tarragona	66	35	no	58
Tomates	Palencia	40	42	si	92
Tomates	Guipúzcoa	96	1	si	92
Tomates	Palencia	14	72	si	74
Tomates	Albacete	3	40	no	15
Tomates	Madrid	95	31	no	66
Tomates	Zamora	34	26	no	78
Tomates	Lugo	40	43	si	98
Tomates	Badajoz	44	89	si	20
Tomates	Lleida	34	45	no	80
Tomates	Teruel	24	71	no	60
Tomates	Lugo	13	11	si	71
Tomates	Vizcaya	33	47	no	47
Tomates	Jaén	86	44	si	37
Tomates	Alicante	70	65	no	41
Tomates	Valladolid	80	81	no	10
Tomates	Albacete	58	80	si	46
Tomates	Tarragona	34	63	si	58
Tomates	Ciudad	45	30	si	83
Tomates	Jaén	57	49	si	42
Tomates	Soria	2	59	no	28
Tomates	Lleida	14	90	no	72
Tomates	Córdoba	14	18	si	2
Tomates	Las Palmas	68	85	no	9
Tomates	Lugo	75	44	no	43
Tomates	Almería	95	67	si	57
Tomates	Soria	49	41	si	68
Tomates	Teruel	95	15	si	4
Tomates	Burgos	92	31	no	70
Tomates	Las Palmas	24	58	no	23
Tomates	Huesca	87	38	no	81
Tomates	Ceuta	51	1	si	99
Tomates	Barcelona	77	43	si	3
Tomates	Zamora	69	21	si	11
Tomates	Burgos	71	24	no	50
Tomates	Huesca	37	45	si	31
Tomates	Huesca	100	99	no	44
Tomates	Ourense	87	88	no	47
Tomates	La Rioja	25	47	no	20
Tomates	Melilla	24	77	si	65
Tomates	Guadalajara	75	75	si	79
Tomates	Huelva	33	60	no	58
Tomates	La Coruña	54	47	si	41
Tomates	Córdoba	23	44	no	99
Tomates	Huesca	48	35	no	20
Tomates	Castellón	26	21	no	77
Tomates	Sevilla	76	91	si	98
Tomates	Huesca	18	4	no	53
Tomates	Almería	50	38	si	56
Tomates	Teruel	79	30	no	79
Tomates	Madrid	77	55	no	52
Tomates	Granada	23	22	no	16
Tomates	Cáceres	74	50	si	92
Tomates	Córdoba	3	59	no	62
Tomates	Málaga	97	29	no	73
Tomates	Madrid	90	18	no	27
Tomates	Álava	37	80	no	94
Tomates	Álava	29	78	no	18
Tomates	Toledo	82	74	si	99
Tomates	Jaén	73	85	no	47
Tomates	Salamanca	92	18	si	96
Tomates	Sevilla	55	45	no	19
Tomates	Madrid	34	51	si	60
Tomates	Tarragona	24	64	no	5
Tomates	Cantabria	68	38	no	14
Tomates	Cuenca	21	20	si	40
Tomates	Cáceres	45	27	si	8
Tomates	Barcelona	33	74	no	37
Tomates	Almería	36	74	no	14
Tomates	Córdoba	43	92	no	14
Tomates	Albacete	44	94	no	78
Tomates	Zamora	41	86	si	16
Tomates	La Rioja	86	11	no	99
Tomates	Toledo	20	6	si	17
Tomates	Huesca	4	48	no	67
Tomates	Murcia	92	15	si	80
Tomates	Castellón	42	83	no	19
Tomates	Ávila	5	82	no	27
Tomates	Ourense	89	83	si	53
Tomates	Guipúzcoa	12	14	si	35
Tomates	Sevilla	95	22	si	50
Tomates	Cantabria	27	2	no	54
Tomates	Málaga	14	97	no	82
Tomates	Córdoba	66	30	no	75
Tomates	Ourense	7	73	si	34
Tomates	Segovia	13	5	si	42
Tomates	Baleares	80	37	si	31
Tomates	Zamora	74	9	si	51
Tomates	Burgos	42	29	si	31
Tomates	Alicante	92	73	si	60
Tomates	Navarra	71	31	no	32
Tomates	Salamanca	13	43	si	92
Tomates	Badajoz	58	58	si	84
Tomates	Córdoba	62	25	no	86
Tomates	Pontevedra	28	73	no	45
Tomates	Córdoba	50	22	si	93
Tomates	Baleares	31	78	no	88
Tomates	Álava	40	58	si	51
Tomates	Girona	75	41	si	47
Tomates	Las Palmas	94	97	si	74
Tomates	Valencia	7	7	no	80
Tomates	León	43	83	si	72
Tomates	Badajoz	54	36	si	44
Tomates	Almería	45	84	si	80
Tomates	Santa Cruz de Tenerife	68	81	si	74
Tomates	Castellón	76	75	no	36
Tomates	Badajoz	24	16	si	71
Tomates	Ceuta	62	78	no	52
Tomates	Almería	67	68	no	10
Tomates	Barcelona	51	89	no	9
Tomates	Ceuta	98	16	si	56
Tomates	La Rioja	33	78	si	71
Tomates	Navarra	90	86	no	20
Tomates	Valencia	74	18	si	40
Tomates	Palencia	62	86	no	77
Tomates	Guipúzcoa	99	82	si	9
Tomates	Murcia	65	31	no	93
Tomates	Ciudad	66	56	no	38
Tomates	Guadalajara	96	41	si	13
Tomates	Granada	25	14	si	53
Tomates	Guadalajara	28	54	no	32
Tomates	Melilla	47	51	si	75
Tomates	León	87	13	si	82
Tomates	Zaragoza	68	35	no	2
Tomates	La Coruña	26	4	si	8
Tomates	Las Palmas	43	55	no	6
Tomates	Lugo	85	74	si	12
Tomates	Burgos	79	72	si	22
Tomates	Las Palmas	18	65	no	97
Tomates	Ciudad	82	10	no	19
Tomates	Ciudad	18	2	si	57
Tomates	Granada	94	68	si	49
Tomates	Zaragoza	79	99	si	5
Tomates	Segovia	2	67	no	46
Tomates	Guadalajara	4	87	no	93
Tomates	Córdoba	49	8	no	58
Tomates	Cáceres	28	81	si	70
Tomates	Melilla	28	81	no	42
Tomates	Ceuta	95	77	si	41
Tomates	Ávila	91	77	si	14
Tomates	Vizcaya	3	62	no	33
Tomates	Cádiz	5	92	si	21
Tomates	Valencia	92	91	si	39
Tomates	Almería	30	4	no	33
Tomates	Zaragoza	93	79	no	36
Tomates	Huesca	17	9	no	69
Tomates	Toledo	13	20	si	44
Tomates	Castellón	69	33	no	81
Tomates	Córdoba	65	95	si	67
Tomates	Sevilla	54	85	si	74
Tomates	Lleida	10	96	si	93
Tomates	Santa Cruz de Tenerife	19	49	si	53
Tomates	Huelva	55	36	no	19
Tomates	Santa Cruz de Tenerife	73	57	no	77
Tomates	Navarra	86	86	si	29
Tomates	Valencia	93	81	no	18
Tomates	Toledo	26	37	si	34
Tomates	Málaga	47	89	no	50
Tomates	Alicante	25	80	no	27
Tomates	Girona	1	6	no	56
Tomates	Tarragona	22	87	si	47
Tomates	Ceuta	98	35	no	65
Tomates	Ourense	20	93	si	42
Tomates	Sevilla	6	51	no	36
Tomates	Cantabria	65	92	si	73
Tomates	Zamora	63	32	si	36
Tomates	Cádiz	58	30	si	11
Tomates	La Coruña	51	55	si	19
Tomates	Teruel	40	84	si	73
Tomates	Granada	63	49	si	79
Tomates	Ávila	86	59	no	29
Tomates	Zamora	13	46	no	25
Tomates	Girona	95	13	si	9
Tomates	Cantabria	64	27	no	72
Tomates	Melilla	61	21	si	1
Tomates	Asturias	53	81	no	94
Tomates	Ávila	73	99	no	59
Tomates	Teruel	63	87	no	7
Tomates	Córdoba	38	69	no	86
Tomates	Vizcaya	76	1	no	9
Tomates	Girona	93	60	no	62
Tomates	Segovia	40	27	no	60
Tomates	León	83	19	no	47
Tomates	Córdoba	83	73	si	76
Tomates	Sevilla	68	37	si	23
Tomates	Navarra	75	94	no	72
Tomates	Cuenca	24	1	no	46
Tomates	Las Palmas	7	90	si	6
Tomates	Las Palmas	99	84	si	6
Tomates	Lugo	77	27	si	35
Tomates	Cádiz	61	78	si	9
Tomates	Córdoba	19	57	si	28
Tomates	Segovia	29	70	si	8
Tomates	Madrid	43	20	si	8
Tomates	Almería	82	30	no	99
Tomates	Zamora	2	64	no	13
Tomates	Ávila	48	93	no	81
Tomates	Murcia	87	79	si	72
Tomates	Melilla	32	21	si	46
Tomates	Badajoz	37	54	no	66
Tomates	Melilla	20	15	no	51
Tomates	Cádiz	7	53	si	73
Tomates	Sevilla	96	74	no	31
Tomates	Almería	5	3	si	42
Tomates	Santa Cruz de Tenerife	95	84	si	37
Tomates	Lleida	8	98	si	55
Tomates	Córdoba	35	99	si	18
Tomates	Huesca	47	35	no	7
Tomates	La Rioja	38	47	no	1
Tomates	Madrid	43	29	si	10
Tomates	Huelva	69	85	si	21
Tomates	Santa Cruz de Tenerife	80	30	si	37
Tomates	Almería	81	46	si	60
Tomates	Lleida	65	14	no	26
Tomates	Pontevedra	41	44	si	55
Tomates	Guadalajara	50	55	no	31
Tomates	Huesca	49	50	no	91
Tomates	Zamora	27	9	no	27
Tomates	Cantabria	7	44	no	84
Tomates	Badajoz	78	71	si	47
Tomates	Cáceres	46	60	no	44
Tomates	Vizcaya	38	42	no	95
Tomates	León	87	18	no	18
Tomates	Murcia	81	46	no	16
Tomates	Teruel	19	90	no	42
Tomates	Baleares	92	38	no	79
Tomates	Badajoz	90	57	si	3
Tomates	Lugo	9	31	si	27
Tomates	Segovia	77	26	no	48
Tomates	Granada	89	36	si	44
Tomates	Huelva	22	53	si	94
Tomates	Navarra	89	19	no	61
Tomates	Álava	48	3	si	60
Tomates	Teruel	1	32	si	87
Tomates	Jaén	13	53	si	62
Tomates	Ourense	50	1	si	74
Tomates	Cáceres	77	23	no	23
Tomates	Cantabria	2	65	si	66
Tomates	Madrid	50	35	no	44
Tomates	Valladolid	22	74	si	58
Tomates	Lugo	35	55	si	98
Tomates	Alicante	94	95	no	49
Tomates	Ciudad	78	76	si	69
Tomates	Ourense	100	43	si	89
Tomates	Zamora	38	69	si	56
Tomates	Tarragona	33	50	si	9
Tomates	La Coruña	20	99	no	69
Tomates	Badajoz	34	55	no	47
Tomates	Huelva	98	53	no	1
Tomates	Lleida	47	28	si	41
Tomates	Jaén	54	27	no	32
Tomates	Guadalajara	15	3	si	82
Tomates	Asturias	28	39	si	27
Tomates	Ciudad	74	90	no	82
Tomates	Girona	21	31	no	1
Tomates	Madrid	83	80	si	1
Tomates	León	93	35	si	66
Tomates	Santa Cruz de Tenerife	88	44	no	18
Tomates	Vizcaya	42	52	no	45
Tomates	Lugo	54	23	no	27
Tomates	Valladolid	54	84	no	63
Tomates	Guipúzcoa	63	44	si	42
Tomates	Huesca	83	81	no	9
Tomates	Valencia	69	37	no	80
Tomates	Guipúzcoa	84	83	no	15
Tomates	Soria	58	83	no	70
Tomates	La Coruña	70	45	si	46
Tomates	Palencia	61	65	no	29
Tomates	Granada	66	69	si	78
Tomates	Soria	15	65	no	16
Tomates	Córdoba	41	44	si	58
Tomates	Málaga	76	3	no	33
Tomates	Cuenca	79	95	si	38
Tomates	Ciudad	26	63	si	32
Tomates	Huelva	25	74	no	20
Tomates	Zamora	50	25	si	79
Tomates	Jaén	21	63	no	79
Tomates	Valencia	13	99	no	28
Tomates	Almería	45	12	no	38
Tomates	Madrid	49	36	si	87
Tomates	Melilla	78	14	no	51
Tomates	Baleares	69	100	si	80
Tomates	Salamanca	76	50	no	35
Tomates	Soria	18	10	si	12
Tomates	Alicante	89	83	si	84
Tomates	Toledo	50	72	no	95
Tomates	Tarragona	95	65	no	4
Tomates	Murcia	53	3	no	86
Tomates	Palencia	71	72	si	14
Tomates	Guipúzcoa	54	69	no	84
Tomates	Madrid	60	23	no	67
Tomates	Zamora	47	13	si	44
Tomates	Lleida	20	69	no	7
Tomates	León	24	64	no	82
Tomates	Cáceres	76	10	si	65
Tomates	Lleida	5	16	no	97
Tomates	Las Palmas	45	30	si	53
Tomates	Toledo	78	75	si	74
Tomates	Granada	4	44	no	16
Tomates	Badajoz	79	48	si	100
Tomates	Zamora	40	85	si	44
Tomates	Ceuta	49	44	si	48
Tomates	Ourense	58	27	no	54
Tomates	Las Palmas	55	62	si	21
Tomates	Almería	100	25	si	64
Tomates	Cáceres	14	21	si	88
Tomates	Soria	16	55	si	68
Tomates	Cáceres	49	21	si	54
Tomates	Málaga	98	29	no	8
Tomates	Baleares	26	68	si	14
Tomates	Salamanca	11	2	si	33
Tomates	Palencia	68	19	no	85
Tomates	Ourense	73	79	si	42
Tomates	Valladolid	17	94	no	22
Tomates	Sevilla	26	31	si	96
Tomates	Lugo	49	8	si	78
Tomates	Girona	13	7	no	5
Tomates	Castellón	40	10	si	3
Tomates	Jaén	56	86	no	27
Tomates	Tarragona	87	10	no	63
Tomates	Guipúzcoa	79	3	si	15
Tomates	León	26	89	no	65
Tomates	Córdoba	32	6	si	97
Tomates	Zamora	93	65	no	97
Tomates	La Coruña	47	89	si	32
Tomates	Guadalajara	3	80	si	7
Tomates	Ceuta	46	77	si	69
Tomates	Cuenca	81	26	si	57
Tomates	Lleida	29	76	si	99
Tomates	Tarragona	16	44	si	10
Tomates	Teruel	97	56	no	27
Tomates	Badajoz	88	32	si	40
Tomates	Zamora	7	14	si	70
Tomates	Córdoba	91	18	si	15
Tomates	Salamanca	65	32	si	17
Tomates	Cantabria	64	80	no	14
Tomates	Las Palmas	70	23	si	53
Tomates	Palencia	91	17	no	48
Tomates	Teruel	27	46	si	80
Tomates	Santa Cruz de Tenerife	7	100	no	78
Tomates	Alicante	70	42	si	41
Tomates	Albacete	42	63	si	72
Tomates	Granada	74	69	si	29
Tomates	Lugo	15	90	si	58
Tomates	Palencia	39	38	si	91
Tomates	Cuenca	86	12	si	77
Tomates	Lleida	7	20	si	8
Tomates	Granada	94	10	si	11
Tomates	Zaragoza	76	79	si	81
Tomates	Guipúzcoa	78	78	no	4
Tomates	Toledo	52	38	si	31
Tomates	Huelva	42	22	no	25
Tomates	Almería	4	35	si	39
Tomates	Pontevedra	2	93	no	33
Tomates	Albacete	6	79	si	96
Tomates	Pontevedra	20	29	no	39
Tomates	Málaga	90	99	si	66
Tomates	Ceuta	35	34	si	47
Tomates	Zamora	73	33	si	90
Tomates	Guipúzcoa	68	38	no	49
Tomates	Baleares	90	10	no	26
Tomates	Soria	87	27	no	48
Tomates	Segovia	57	90	no	27
Tomates	Guipúzcoa	13	95	si	79
Tomates	Granada	76	97	si	3
Tomates	Asturias	87	90	si	71
Tomates	Segovia	42	65	si	12
Tomates	Girona	93	64	no	8
Tomates	Murcia	84	71	no	48
Tomates	Barcelona	86	70	si	82
Tomates	León	73	31	si	76
Tomates	Soria	5	37	si	50
Tomates	La Rioja	45	19	no	59
Tomates	La Rioja	21	30	si	48
Tomates	Sevilla	59	15	no	34
Tomates	Toledo	91	39	si	26
Tomates	Córdoba	31	11	no	15
Tomates	Valencia	42	24	no	65
Tomates	Álava	27	29	no	69
Tomates	Huesca	43	30	no	25
Tomates	Soria	49	33	no	50
Tomates	Ávila	81	8	si	75
Tomates	Ceuta	72	1	si	76
Tomates	Sevilla	23	21	no	5
Tomates	Pontevedra	40	71	si	87
Tomates	Baleares	27	29	si	20
Tomates	Melilla	62	40	no	38
Tomates	Guipúzcoa	27	18	no	62
Tomates	Málaga	29	98	no	50
Tomates	Castellón	45	84	no	60
Tomates	Tarragona	56	49	no	53
Tomates	Salamanca	7	33	si	85
Tomates	Ourense	7	53	si	4
Tomates	Pontevedra	33	23	si	5
Tomates	Guipúzcoa	3	91	no	51
Tomates	Jaén	53	95	no	97
Tomates	Tarragona	32	22	no	50
Tomates	León	69	95	si	73
Tomates	Valencia	100	37	no	80
Tomates	Barcelona	39	69	si	84
Tomates	Vizcaya	87	53	no	99
Tomates	Huesca	64	2	si	19
Tomates	Sevilla	33	36	si	31
Tomates	Huelva	44	88	si	97
Tomates	Palencia	6	66	si	70
Tomates	Huesca	23	51	no	64
Tomates	León	70	50	no	30
Tomates	Melilla	94	60	no	80
Tomates	Guadalajara	12	13	si	83
Tomates	Madrid	69	24	si	59
Tomates	Melilla	96	62	si	4
Tomates	Cádiz	26	77	si	44
Tomates	Vizcaya	62	40	no	73
Tomates	Guadalajara	11	39	no	10
Tomates	Salamanca	82	41	no	56
Tomates	Valencia	16	88	si	20
Tomates	Zaragoza	31	4	si	72
Tomates	Sevilla	40	55	no	38
Tomates	Lugo	8	98	si	35
Tomates	La Rioja	42	8	si	10
Tomates	Guadalajara	73	18	si	39
Tomates	Zaragoza	77	94	si	84
Tomates	Navarra	28	27	si	79
Tomates	Jaén	91	20	si	34
Tomates	Guadalajara	87	43	no	82
Tomates	Guipúzcoa	83	25	si	98
Tomates	Burgos	41	10	si	30
Tomates	Lugo	40	75	si	57
Tomates	Murcia	19	84	no	11
Tomates	Lleida	82	54	no	72
Tomates	Alicante	3	36	no	89
Tomates	Ceuta	30	83	no	77
Tomates	Burgos	86	7	si	13
Tomates	Ciudad	75	15	si	84
Tomates	Cantabria	32	20	si	44
Tomates	Melilla	53	11	no	76
Tomates	Guadalajara	83	50	si	66
Tomates	Almería	10	7	no	39
Tomates	Zaragoza	22	14	no	46
Tomates	Cáceres	59	85	no	97
Tomates	Segovia	95	32	si	16
Tomates	Cáceres	64	76	no	70
Tomates	Valladolid	1	92	si	3
Tomates	Burgos	27	43	si	11
Tomates	Zaragoza	17	34	no	55
Tomates	Valencia	51	89	si	94
Tomates	Navarra	89	39	no	78
Tomates	Madrid	91	40	si	3
Tomates	Toledo	17	16	si	27
Tomates	Ceuta	16	81	si	92
Tomates	Málaga	38	56	no	60
Tomates	Salamanca	96	74	no	28
Tomates	Soria	1	91	si	47
Tomates	Granada	28	5	no	53
Tomates	Castellón	17	38	si	17
Tomates	Guipúzcoa	7	17	si	68
Tomates	Baleares	93	7	si	19
Tomates	Salamanca	40	4	no	14
Tomates	Pontevedra	94	78	si	30
Tomates	Álava	74	57	no	38
Tomates	Málaga	77	51	no	14
Tomates	Baleares	71	19	no	20
Tomates	Pontevedra	5	39	si	16
Tomates	Córdoba	58	63	si	35
Tomates	Lleida	39	57	si	77
Tomates	Badajoz	54	51	si	16
Tomates	Santa Cruz de Tenerife	84	84	si	85
Tomates	Málaga	87	9	si	92
Tomates	Huelva	26	92	si	43
Tomates	Badajoz	6	93	no	56
Tomates	Cuenca	50	78	no	50
Tomates	Santa Cruz de Tenerife	17	3	si	23
Tomates	Guadalajara	78	47	no	56
Tomates	La Coruña	8	46	no	85
Tomates	Ourense	77	52	no	77
Tomates	Santa Cruz de Tenerife	23	37	si	82
Tomates	Córdoba	18	84	si	40
Tomates	Granada	97	56	si	64
Tomates	Melilla	37	26	si	97
Tomates	Badajoz	53	95	no	94
Tomates	Huesca	93	78	no	27
Tomates	Álava	8	14	no	15
Tomates	Guipúzcoa	81	29	no	43
Tomates	Huesca	19	41	no	11
Tomates	Guipúzcoa	94	82	no	82
Tomates	Burgos	53	75	no	29
Tomates	Ceuta	35	58	si	37
Tomates	Cuenca	7	2	si	47
Tomates	Sevilla	81	15	no	82
Tomates	Cuenca	20	63	si	30
Tomates	Ávila	14	34	no	60
Tomates	La Rioja	96	47	si	12
Tomates	Barcelona	52	35	si	70
Tomates	Melilla	22	91	no	54
Tomates	Huesca	36	35	no	23
Tomates	Castellón	13	38	no	52
Tomates	Lleida	94	13	si	72
Tomates	Cáceres	59	25	no	97
Tomates	Alicante	18	1	no	57
Tomates	Sevilla	97	73	no	90
Tomates	Cádiz	85	2	no	21
Tomates	León	57	16	no	86
Tomates	Vizcaya	11	5	no	87
Tomates	Ceuta	36	17	no	58
Tomates	Segovia	46	90	no	70
Tomates	Madrid	61	58	no	73
Tomates	Ávila	15	14	si	32
Tomates	León	9	76	no	83
Tomates	Murcia	23	19	no	72
Tomates	Cáceres	89	43	si	32
Tomates	La Coruña	22	13	no	21
Tomates	Badajoz	92	20	no	100
Tomates	Tarragona	15	39	no	36
Tomates	Palencia	86	27	no	61
Tomates	Cuenca	81	100	no	73
Tomates	Granada	48	70	no	37
Tomates	Ávila	58	90	si	38
Tomates	Albacete	31	3	si	3
Tomates	Las Palmas	19	39	si	14
Tomates	Granada	60	40	si	55
Tomates	Vizcaya	47	34	no	54
Tomates	Ourense	62	56	si	91
Tomates	Sevilla	59	37	si	13
Tomates	Barcelona	33	100	no	36
Tomates	Guadalajara	15	1	si	9
Tomates	Melilla	6	35	no	55
Tomates	Cáceres	33	88	si	30
Tomates	Cádiz	5	7	si	26
Tomates	Toledo	88	7	no	12
Tomates	Cantabria	65	46	no	21
Tomates	Teruel	65	89	si	59
Tomates	Cantabria	7	68	no	73
Tomates	Burgos	53	79	si	23
Tomates	Guadalajara	80	21	no	47
Tomates	Sevilla	54	38	si	52
Tomates	Palencia	54	65	si	93
Tomates	Ávila	2	88	no	68
Tomates	Guadalajara	44	100	no	62
Tomates	Valladolid	74	68	si	8
Tomates	Tarragona	38	24	no	96
Tomates	Sevilla	12	13	si	5
Tomates	Las Palmas	33	11	si	3
Tomates	Sevilla	30	11	no	17
Tomates	Asturias	27	30	no	100
Tomates	Zaragoza	67	29	no	21
Tomates	Pontevedra	48	32	si	15
Tomates	Madrid	65	86	si	52
Tomates	Las Palmas	59	76	si	97
Tomates	Alicante	72	1	si	69
Tomates	Albacete	100	17	si	68
Tomates	Ceuta	90	91	si	50
Tomates	Castellón	10	53	si	92
Tomates	Teruel	30	61	no	39
Tomates	Cáceres	95	93	no	39
Tomates	Huesca	31	32	si	53
Tomates	La Coruña	37	97	si	22
Tomates	Guadalajara	86	44	si	38
Tomates	Madrid	18	83	si	91
Tomates	Navarra	27	48	no	55
Tomates	Melilla	17	98	si	87
Tomates	Melilla	79	19	si	77
Tomates	La Coruña	17	8	si	87
Tomates	Castellón	62	1	no	68
Tomates	Córdoba	60	7	no	62
Tomates	Madrid	18	90	si	89
Tomates	Lleida	42	85	si	11
Tomates	Palencia	86	95	si	11
Tomates	Vizcaya	35	27	si	44
Tomates	Guipúzcoa	62	72	no	71
Tomates	Ceuta	51	10	no	63
Tomates	León	26	1	si	30
Tomates	Pontevedra	67	22	si	63
Tomates	La Coruña	23	4	si	10
Tomates	Madrid	77	13	si	27
Tomates	Guadalajara	36	8	no	67
Tomates	Segovia	13	85	no	99
Tomates	Albacete	35	8	si	52
Tomates	Álava	61	73	no	24
Tomates	Vizcaya	95	24	si	36
Tomates	Lleida	18	28	no	24
Tomates	Sevilla	29	18	si	35
Tomates	Lugo	45	84	si	19
Tomates	Huelva	90	32	si	3
Tomates	Cádiz	74	5	no	34
Tomates	Palencia	14	81	no	35
Tomates	La Coruña	44	49	no	41
Tomates	Melilla	39	85	no	93
Tomates	Almería	6	36	no	21
Tomates	Granada	50	32	si	20
Tomates	Cádiz	52	39	no	3
Tomates	Badajoz	73	47	no	67
Tomates	Teruel	77	29	si	33
Tomates	Málaga	22	41	si	80
Tomates	Huelva	32	51	no	70
Tomates	Guadalajara	43	86	no	52
Tomates	Ceuta	83	69	si	36
Tomates	Guipúzcoa	59	19	no	70
Tomates	Córdoba	28	21	si	35
Tomates	Navarra	3	44	si	20
Tomates	Lugo	14	77	si	50
Tomates	Córdoba	7	1	no	69
Tomates	Guadalajara	4	65	si	74
Tomates	Ciudad	59	88	no	38
Tomates	Jaén	4	28	si	55
Tomates	Zaragoza	12	87	no	10
Tomates	Zamora	91	17	no	15
Tomates	Castellón	14	23	si	26
Tomates	Ávila	68	32	no	100
Tomates	Málaga	25	36	si	28
Tomates	Ciudad	10	76	no	98
Tomates	Palencia	40	85	si	27
Tomates	Murcia	84	90	no	100
Tomates	Salamanca	29	52	si	77
Tomates	Valladolid	66	66	si	64
Tomates	Castellón	64	47	no	96
Tomates	Córdoba	23	95	si	84
Tomates	Córdoba	6	10	si	45
Tomates	Las Palmas	74	82	no	100
Tomates	Cantabria	85	7	no	50
Tomates	Huelva	68	77	no	18
Tomates	Burgos	16	94	no	12
Tomates	Huelva	52	14	no	75
Tomates	Jaén	65	37	no	46
Tomates	Ourense	8	15	si	61
Tomates	Guadalajara	29	33	no	22
Tomates	Santa Cruz de Tenerife	27	71	no	24
Tomates	Tarragona	17	61	no	72
Tomates	Soria	79	87	si	27
Tomates	Asturias	91	41	no	64
Tomates	Salamanca	68	52	si	76
Tomates	Burgos	21	34	si	75
Tomates	Lleida	100	13	no	79
Tomates	Murcia	82	79	no	42
Tomates	Palencia	67	78	no	68
Tomates	La Coruña	49	38	no	57
Tomates	Jaén	59	14	si	64
Tomates	León	23	98	si	95
Tomates	Teruel	15	81	no	17
Tomates	Palencia	83	72	no	29
Tomates	Navarra	53	61	si	6
Tomates	Girona	65	13	si	63
Tomates	Las Palmas	6	92	no	62
Tomates	Murcia	61	97	no	75
Tomates	Segovia	88	61	no	70
Tomates	Salamanca	5	10	si	30
Tomates	Castellón	36	83	no	84
Tomates	Murcia	52	30	si	66
Tomates	Albacete	98	47	si	24
Tomates	La Coruña	61	8	si	86
Tomates	Zaragoza	98	77	si	40
Tomates	Jaén	86	90	no	85
Tomates	Lugo	42	93	si	32
Tomates	Guadalajara	80	22	no	96
Tomates	Guipúzcoa	42	96	no	19
